[15:08:51] 模块导入完成
[07:14:34] 后台拉取: 房中㊙️术🔞
[07:14:40] 后台拉取失败: 房中㊙️术🔞 - 
[07:14:40] 后台拉取: package
[07:14:40] 后台拉取失败: package - 文件中未找到 Spider 类
[07:14:40] 后台拉取: _runner
[07:14:40] 后台拉取失败: _runner - 文件中未找到 Spider 类
[07:14:40] 后台拉取: basic
[07:14:40] 后台拉取失败: basic - 文件中未找到 Spider 类
[07:14:40] 后台拉取: dict
[07:14:40] 后台拉取失败: dict - 文件中未找到 Spider 类
[07:14:40] 后台拉取: klass
[07:14:40] 后台拉取失败: klass - 文件中未找到 Spider 类
[07:14:40] 后台拉取: long
[07:14:40] 后台拉取失败: long - 文件中未找到 Spider 类
[07:14:40] 后台拉取: protocol5
[07:14:40] 后台拉取失败: protocol5 - 文件中未找到 Spider 类
[07:14:40] 后台拉取: set
[07:14:40] 后台拉取失败: set - 文件中未找到 Spider 类
[07:14:40] 后台拉取: APP配置MAP提取器
[07:14:40] 后台拉取失败: APP配置MAP提取器 - 文件中未找到 Spider 类
[07:14:40] 后台拉取: XYQ规则链接提取器
[07:14:40] 后台拉取失败: XYQ规则链接提取器 - 文件中未找到 Spider 类
[07:14:40] 后台拉取: compare_source
[07:14:40] 后台拉取失败: compare_source - 文件中未找到 Spider 类
[07:14:40] 后台拉取: move_error_sources
[07:14:40] 后台拉取失败: move_error_sources - 文件中未找到 Spider 类
[07:14:40] 后台拉取: move_error_sources_test
[07:14:40] 后台拉取失败: move_error_sources_test - 文件中未找到 Spider 类
[07:14:40] 后台拉取: 采集分类生成器
[07:14:40] 后台拉取失败: 采集分类生成器 - 文件中未找到 Spider 类
[07:14:40] 后台拉取: 采集转换器
[07:14:40] 后台拉取失败: 采集转换器 - 文件中未找到 Spider 类
[07:14:40] 后台拉取: crawler
[07:14:40] 后台拉取失败: crawler - 文件中未找到 Spider 类
[07:14:40] 后台拉取: 4K影视
[07:14:46] 后台拉取失败: 4K影视 - 
[07:14:46] 后台拉取: AppFei
[07:14:46] 后台拉取失败: AppFei - Invalid URL '/api.php?type=getsort': No scheme supplied. Perhaps you meant https:///api.php?type=getsort?
[07:14:46] 后台拉取: AppFox
[07:14:46] 后台拉取失败: AppFox - Expecting value: line 1 column 1 (char 0)
[07:14:46] 后台拉取: AppGet
[07:14:46] 后台拉取失败: AppGet - 'key'
[07:14:46] 后台拉取: AppHs
[07:14:46] 后台拉取失败: AppHs - Invalid URL '/api/block/category_type': No scheme supplied. Perhaps you meant https:///api/block/category_type?
[07:14:46] 后台拉取: AppMuou
[07:14:46] 后台拉取失败: AppMuou - 'host'
[07:14:46] 后台拉取: AppSk
[07:14:46] 后台拉取失败: AppSk - 
[07:14:46] 后台拉取: AppToV5
[07:14:46] 后台拉取失败: AppToV5 - 
[07:14:46] 后台拉取: AppV1
[07:14:46] 后台拉取失败: AppV1 - Invalid URL '/v1.vod/types': No scheme supplied. Perhaps you meant https:///v1.vod/types?
[07:14:46] 后台拉取: AppV2²
[07:14:46] 后台拉取失败: AppV2² - Invalid URL '//api.php/app/nav?token=': No scheme supplied. Perhaps you meant https:////api.php/app/nav?token=?
[07:14:46] 后台拉取: AppV2¹
[07:14:46] 后台拉取失败: AppV2¹ - Expecting value: line 1 column 1 (char 0)
[07:14:46] 后台拉取: AppV6
[07:14:46] 后台拉取失败: AppV6 - Expecting value: line 1 column 1 (char 0)
[07:14:46] 后台拉取: AppYqk
[07:14:46] 后台拉取失败: AppYqk - Expecting value: line 1 column 1 (char 0)
[07:14:46] 后台拉取: _bridge
[07:14:46] 后台拉取失败: _bridge - 文件中未找到 Spider 类
[07:14:46] 后台拉取: base_java_loader
[07:14:46] 后台拉取失败: base_java_loader - No module named 't4'
[07:14:46] 后台拉取: base_test
[07:14:46] 后台拉取失败: base_test - No module named 'core'
[07:14:46] 后台拉取: getapp3.4.2
[07:14:46] 后台拉取失败: getapp3.4.2 - Expecting value: line 1 column 1 (char 0)
[07:14:46] 后台拉取: getapp3.4.4
[07:14:46] 后台拉取失败: getapp3.4.4 - Expecting value: line 1 column 1 (char 0)
[07:14:46] 后台拉取: 懒懒视频
[07:14:46] 后台拉取失败: 懒懒视频 - HTTPConnectionPool(host='llsp2.xn--it-if7c19g5s4bps5c.com', port=80): Max retries exceeded with url: /api.php/provide/index?tid=0 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection obje
[07:14:46] 后台拉取: htmlParser
[07:14:46] 后台拉取失败: htmlParser - 文件中未找到 Spider 类
[07:14:46] 后台拉取: spider
[07:14:46] 后台拉取失败: spider - Can't instantiate abstract class BaseSpider with abstract methods categoryContent, detailContent, homeContent, homeVideoContent, init, isVideoFormat, localProxy, manualVideoCheck, playerContent, searc
[07:14:46] 后台拉取: bridge
[07:14:46] 后台拉取失败: bridge - 文件中未找到 Spider 类
[07:14:46] 后台拉取: t4_daemon
[07:14:46] 后台拉取失败: t4_daemon - 文件中未找到 Spider 类
[07:14:46] 后台拉取: t4_daemon_lite
[07:14:46] 后台拉取失败: t4_daemon_lite - 文件中未找到 Spider 类
[07:18:47] 模块导入完成
[07:18:47] init 开始
[07:18:52] init 完成，扫描到 248 个py源
[07:18:52] homeContent 开始
[07:18:52] homeContent 返回 249 个标签
[07:18:52] 后台拉取: 9g88x🔞
[07:18:58] 后台拉取失败: 9g88x🔞 - 
[07:18:58] 后台拉取: 妲己
[07:19:01] 后台拉取失败: 妲己 - HTTPSConnectionPool(host='3642.7rnr.com', port=443): Max retries exceeded with url: /web/index.html (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of
[07:19:01] 后台拉取: 房中㊙️术🔞
[07:19:07] 后台拉取失败: 房中㊙️术🔞 - 
[07:19:07] 后台拉取: package
[07:19:07] 后台拉取失败: package - 文件中未找到 Spider 类
[07:19:07] 后台拉取: _runner
[07:19:07] 后台拉取失败: _runner - 文件中未找到 Spider 类
[07:19:07] 后台拉取: basic
[07:19:07] 后台拉取失败: basic - 文件中未找到 Spider 类
[07:19:07] 后台拉取: dict
[07:19:07] 后台拉取失败: dict - 文件中未找到 Spider 类
[07:19:07] 后台拉取: klass
[07:19:07] 后台拉取失败: klass - 文件中未找到 Spider 类
[07:19:07] 后台拉取: long
[07:19:07] 后台拉取失败: long - 文件中未找到 Spider 类
[07:19:07] 后台拉取: protocol5
[07:19:07] 后台拉取失败: protocol5 - 文件中未找到 Spider 类
[07:19:07] 后台拉取: set
[07:19:07] 后台拉取失败: set - 文件中未找到 Spider 类
[07:19:07] 后台拉取: APP配置MAP提取器
[07:19:07] 后台拉取失败: APP配置MAP提取器 - 文件中未找到 Spider 类
[07:19:07] 后台拉取: XYQ规则链接提取器
[07:19:07] 后台拉取失败: XYQ规则链接提取器 - 文件中未找到 Spider 类
[07:19:07] 后台拉取: compare_source
[07:19:07] 后台拉取失败: compare_source - 文件中未找到 Spider 类
[07:19:07] 后台拉取: move_error_sources
[07:19:07] 后台拉取失败: move_error_sources - 文件中未找到 Spider 类
[07:19:07] 后台拉取: move_error_sources_test
[07:19:07] 后台拉取失败: move_error_sources_test - 文件中未找到 Spider 类
[07:19:07] 后台拉取: 采集分类生成器
[07:19:07] 后台拉取失败: 采集分类生成器 - 文件中未找到 Spider 类
[07:19:07] 后台拉取: 采集转换器
[07:19:07] 后台拉取失败: 采集转换器 - 文件中未找到 Spider 类
[07:19:07] 后台拉取: crawler
[07:19:07] 后台拉取失败: crawler - 文件中未找到 Spider 类
[07:19:07] 后台拉取: 4K影视
[07:19:13] 后台拉取失败: 4K影视 - 
[07:19:13] 后台拉取: AppFei
[07:19:13] 后台拉取失败: AppFei - Invalid URL '/api.php?type=getsort': No scheme supplied. Perhaps you meant https:///api.php?type=getsort?
[07:19:13] 后台拉取: AppFox
[07:19:13] 后台拉取失败: AppFox - Expecting value: line 1 column 1 (char 0)
[07:19:13] 后台拉取: AppGet
[07:19:13] 后台拉取失败: AppGet - 'key'
[07:19:13] 后台拉取: AppHs
[07:19:13] 后台拉取失败: AppHs - Invalid URL '/api/block/category_type': No scheme supplied. Perhaps you meant https:///api/block/category_type?
[07:19:13] 后台拉取: AppMuou
[07:19:13] 后台拉取失败: AppMuou - 'host'
[07:19:13] 后台拉取: AppSk
[07:19:13] 后台拉取失败: AppSk - 
[07:19:13] 后台拉取: AppToV5
[07:19:13] 后台拉取失败: AppToV5 - 
[07:19:13] 后台拉取: AppV1
[07:19:13] 后台拉取失败: AppV1 - Invalid URL '/v1.vod/types': No scheme supplied. Perhaps you meant https:///v1.vod/types?
[07:19:13] 后台拉取: AppV2²
[07:19:13] 后台拉取失败: AppV2² - Invalid URL '//api.php/app/nav?token=': No scheme supplied. Perhaps you meant https:////api.php/app/nav?token=?
[07:19:13] 后台拉取: AppV2¹
[07:19:13] 后台拉取失败: AppV2¹ - Expecting value: line 1 column 1 (char 0)
[07:19:13] 后台拉取: AppV6
[07:19:13] 后台拉取失败: AppV6 - Expecting value: line 1 column 1 (char 0)
[07:19:13] 后台拉取: AppYqk
[07:19:13] 后台拉取失败: AppYqk - Expecting value: line 1 column 1 (char 0)
[07:19:13] 后台拉取: _bridge
[07:19:13] 后台拉取失败: _bridge - 文件中未找到 Spider 类
[07:19:13] 后台拉取: base_java_loader
[07:19:13] 后台拉取失败: base_java_loader - No module named 't4'
[07:19:13] 后台拉取: base_test
[07:19:13] 后台拉取失败: base_test - No module named 'core'
[07:19:13] 后台拉取: getapp3.4.2
[07:19:13] 后台拉取失败: getapp3.4.2 - Expecting value: line 1 column 1 (char 0)
[07:19:13] 后台拉取: getapp3.4.4
[07:19:13] 后台拉取失败: getapp3.4.4 - Expecting value: line 1 column 1 (char 0)
[07:19:13] 后台拉取: 懒懒视频
[07:19:13] 后台拉取失败: 懒懒视频 - HTTPConnectionPool(host='llsp2.xn--it-if7c19g5s4bps5c.com', port=80): Max retries exceeded with url: /api.php/provide/index?tid=0 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection obje
[07:19:13] 后台拉取: htmlParser
[07:19:13] 后台拉取失败: htmlParser - 文件中未找到 Spider 类
[07:19:13] 后台拉取: spider
[07:19:13] 后台拉取失败: spider - Can't instantiate abstract class BaseSpider with abstract methods categoryContent, detailContent, homeContent, homeVideoContent, init, isVideoFormat, localProxy, manualVideoCheck, playerContent, searc
[07:19:13] 后台拉取: bridge
[07:19:13] 后台拉取失败: bridge - 文件中未找到 Spider 类
[07:19:13] 后台拉取: t4_daemon
[07:19:13] 后台拉取失败: t4_daemon - 文件中未找到 Spider 类
[07:19:13] 后台拉取: t4_daemon_lite
[07:19:13] 后台拉取失败: t4_daemon_lite - 文件中未找到 Spider 类
[07:21:12] 模块导入完成
[07:21:12] init 开始
[07:21:18] init 完成，扫描到 248 个py源
[13:57:16] 模块导入完成
[13:57:16] init 开始
[13:57:25] init 完成，扫描到 248 个py源
[13:57:38] 模块导入完成
[13:57:38] init 开始
[13:57:45] init 完成，扫描到 248 个py源
[13:57:45] homeContent 开始
[13:57:45] homeContent 返回 249 个标签
[13:57:45] 后台拉取: 9g88x🔞
[13:57:51] 后台拉取失败: 9g88x🔞 - 
[13:57:51] 后台拉取: 妲己
[13:57:54] 后台拉取失败: 妲己 - HTTPSConnectionPool(host='3642.7rnr.com', port=443): Max retries exceeded with url: /web/index.html (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of
[13:57:54] 后台拉取: 房中㊙️术🔞
[13:58:00] 后台拉取失败: 房中㊙️术🔞 - 
[13:58:00] 后台拉取: package
[13:58:00] 后台拉取失败: package - 文件中未找到 Spider 类
[13:58:00] 后台拉取: _runner
[13:58:00] 后台拉取失败: _runner - 文件中未找到 Spider 类
[13:58:00] 后台拉取: basic
[13:58:00] 后台拉取失败: basic - 文件中未找到 Spider 类
[13:58:00] 后台拉取: dict
[13:58:00] 后台拉取失败: dict - 文件中未找到 Spider 类
[13:58:00] 后台拉取: klass
[13:58:00] 后台拉取失败: klass - 文件中未找到 Spider 类
[13:58:00] 后台拉取: long
[13:58:00] 后台拉取失败: long - 文件中未找到 Spider 类
[13:58:00] 后台拉取: protocol5
[13:58:00] 后台拉取失败: protocol5 - 文件中未找到 Spider 类
[13:58:00] 后台拉取: set
[13:58:00] 后台拉取失败: set - 文件中未找到 Spider 类
[13:58:00] 后台拉取: APP配置MAP提取器
[13:58:00] 后台拉取失败: APP配置MAP提取器 - 文件中未找到 Spider 类
[13:58:00] 后台拉取: XYQ规则链接提取器
[13:58:00] 后台拉取失败: XYQ规则链接提取器 - 文件中未找到 Spider 类
[13:58:00] 后台拉取: compare_source
[13:58:00] 后台拉取失败: compare_source - 文件中未找到 Spider 类
[13:58:00] 后台拉取: move_error_sources
[13:58:00] 后台拉取失败: move_error_sources - 文件中未找到 Spider 类
[13:58:00] 后台拉取: move_error_sources_test
[13:58:00] 后台拉取失败: move_error_sources_test - 文件中未找到 Spider 类
[13:58:00] 后台拉取: 采集分类生成器
[13:58:00] 后台拉取失败: 采集分类生成器 - 文件中未找到 Spider 类
[13:58:00] 后台拉取: 采集转换器
[13:58:00] 后台拉取失败: 采集转换器 - 文件中未找到 Spider 类
[13:58:00] 后台拉取: crawler
[13:58:00] 后台拉取失败: crawler - 文件中未找到 Spider 类
[13:58:00] 后台拉取: 4K影视
[13:58:06] 后台拉取失败: 4K影视 - 
[13:58:06] 后台拉取: AppFei
[13:58:06] 后台拉取失败: AppFei - Invalid URL '/api.php?type=getsort': No scheme supplied. Perhaps you meant https:///api.php?type=getsort?
[13:58:06] 后台拉取: AppFox
[13:58:06] 后台拉取失败: AppFox - Expecting value: line 1 column 1 (char 0)
[13:58:06] 后台拉取: AppGet
[13:58:06] 后台拉取失败: AppGet - 'key'
[13:58:06] 后台拉取: AppHs
[13:58:06] 后台拉取失败: AppHs - Invalid URL '/api/block/category_type': No scheme supplied. Perhaps you meant https:///api/block/category_type?
[13:58:06] 后台拉取: AppMuou
[13:58:06] 后台拉取失败: AppMuou - 'host'
[13:58:06] 后台拉取: AppSk
[13:58:06] 后台拉取失败: AppSk - 
[13:58:06] 后台拉取: AppToV5
[13:58:06] 后台拉取失败: AppToV5 - 
[13:58:06] 后台拉取: AppV1
[13:58:06] 后台拉取失败: AppV1 - Invalid URL '/v1.vod/types': No scheme supplied. Perhaps you meant https:///v1.vod/types?
[13:58:06] 后台拉取: AppV2²
[13:58:06] 后台拉取失败: AppV2² - Invalid URL '//api.php/app/nav?token=': No scheme supplied. Perhaps you meant https:////api.php/app/nav?token=?
[13:58:06] 后台拉取: AppV2¹
[13:58:06] 后台拉取失败: AppV2¹ - Expecting value: line 1 column 1 (char 0)
[13:58:06] 后台拉取: AppV6
[13:58:06] 后台拉取失败: AppV6 - Expecting value: line 1 column 1 (char 0)
[13:58:06] 后台拉取: AppYqk
[13:58:06] 后台拉取失败: AppYqk - Expecting value: line 1 column 1 (char 0)
[13:58:06] 后台拉取: _bridge
[13:58:06] 后台拉取失败: _bridge - 文件中未找到 Spider 类
[13:58:06] 后台拉取: base_java_loader
[13:58:06] 后台拉取失败: base_java_loader - No module named 't4'
[13:58:06] 后台拉取: base_test
[13:58:06] 后台拉取失败: base_test - No module named 'core'
[13:58:06] 后台拉取: getapp3.4.2
[13:58:06] 后台拉取失败: getapp3.4.2 - Expecting value: line 1 column 1 (char 0)
[13:58:06] 后台拉取: getapp3.4.4
[13:58:06] 后台拉取失败: getapp3.4.4 - Expecting value: line 1 column 1 (char 0)
[13:58:06] 后台拉取: 懒懒视频
[13:58:07] 后台拉取失败: 懒懒视频 - HTTPConnectionPool(host='llsp2.xn--it-if7c19g5s4bps5c.com', port=80): Max retries exceeded with url: /api.php/provide/index?tid=0 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection obje
[13:58:07] 后台拉取: htmlParser
[13:58:07] 后台拉取失败: htmlParser - 文件中未找到 Spider 类
[13:58:07] 后台拉取: spider
[13:58:07] 后台拉取失败: spider - Can't instantiate abstract class BaseSpider with abstract methods categoryContent, detailContent, homeContent, homeVideoContent, init, isVideoFormat, localProxy, manualVideoCheck, playerContent, searc
[13:58:07] 后台拉取: bridge
[13:58:07] 后台拉取失败: bridge - 文件中未找到 Spider 类
[13:58:07] 后台拉取: t4_daemon
[13:58:07] 后台拉取失败: t4_daemon - 文件中未找到 Spider 类
[13:58:07] 后台拉取: t4_daemon_lite
[13:58:07] 后台拉取失败: t4_daemon_lite - 文件中未找到 Spider 类
[18:52:45] 模块导入完成
[18:52:45] init 开始
[18:52:55] init 完成，扫描到 248 个py源
[20:59:51] 模块导入完成
[20:59:51] init 开始
[21:00:09] init 完成，扫描到 248 个py源
[02:19:47] 模块导入完成
[02:19:47] init 开始
[02:19:51] init 完成，扫描到 248 个py源
[02:19:51] homeContent 开始
[02:19:51] homeContent 返回 249 个标签
[02:19:51] 后台拉取: 9g88x🔞
[02:19:57] 后台拉取失败: 9g88x🔞 - 
[02:19:57] 后台拉取: 妲己
[02:20:03] 后台拉取失败: 妲己 - 
[02:20:03] 后台拉取: 房中㊙️术🔞
[02:20:09] 后台拉取失败: 房中㊙️术🔞 - 
[02:20:09] 后台拉取: package
[02:20:09] 后台拉取失败: package - 文件中未找到 Spider 类
[02:20:09] 后台拉取: _runner
[02:20:10] 后台拉取失败: _runner - 文件中未找到 Spider 类
[02:20:10] 后台拉取: basic
[02:20:10] 后台拉取失败: basic - 文件中未找到 Spider 类
[02:20:10] 后台拉取: dict
[02:20:10] 后台拉取失败: dict - 文件中未找到 Spider 类
[02:20:10] 后台拉取: klass
[02:20:10] 后台拉取失败: klass - 文件中未找到 Spider 类
[02:20:10] 后台拉取: long
[02:20:10] 后台拉取失败: long - 文件中未找到 Spider 类
[02:20:10] 后台拉取: protocol5
[02:20:10] 后台拉取失败: protocol5 - 文件中未找到 Spider 类
[02:20:10] 后台拉取: set
[02:20:10] 后台拉取失败: set - 文件中未找到 Spider 类
[02:20:10] 后台拉取: APP配置MAP提取器
[02:20:10] 后台拉取失败: APP配置MAP提取器 - 文件中未找到 Spider 类
[02:20:10] 后台拉取: XYQ规则链接提取器
[02:20:10] 后台拉取失败: XYQ规则链接提取器 - 文件中未找到 Spider 类
[02:20:10] 后台拉取: compare_source
[02:20:10] 后台拉取失败: compare_source - 文件中未找到 Spider 类
[02:20:10] 后台拉取: move_error_sources
[02:20:10] 后台拉取失败: move_error_sources - 文件中未找到 Spider 类
[02:20:10] 后台拉取: move_error_sources_test
[02:20:10] 后台拉取失败: move_error_sources_test - 文件中未找到 Spider 类
[02:20:10] 后台拉取: 采集分类生成器
[02:20:10] 后台拉取失败: 采集分类生成器 - 文件中未找到 Spider 类
[02:20:10] 后台拉取: 采集转换器
[02:20:10] 后台拉取失败: 采集转换器 - 文件中未找到 Spider 类
